,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,city_name
12780,30.0,2994.0,741.0,1481.0,581.0,2.1458,INLAND,52400.0,Ridgecrest
4642,8.0,2411.0,463.0,786.0,297.0,2.1513,INLAND,80400.0,Shingletown
9136,36.0,2398.0,403.0,1261.0,402.0,5.2816,<1H OCEAN,221800.0,Garden Grove
5365,32.0,1485.0,269.0,867.0,271.0,2.5809,INLAND,78300.0,West Park
8873,37.0,3278.0,623.0,1431.0,575.0,3.3987,INLAND,99500.0,Lodi
11269,5.0,3772.0,619.0,2097.0,635.0,3.8194,INLAND,98500.0,Apple Valley
3898,38.0,861.0,213.0,486.0,204.0,4.1875,NEAR OCEAN,185000.0,Oceanside
763,44.0,3494.0,635.0,693.0,415.0,3.6,NEAR OCEAN,452800.0,Carmel-by-the-Sea
12982,41.0,977.0,265.0,865.0,253.0,3.2317,<1H OCEAN,184800.0,San Jose
8106,10.0,7136.0,1691.0,2959.0,1507.0,3.9816,NEAR BAY,182000.0,Pleasant Hill
9576,19.0,2460.0,405.0,1225.0,425.0,4.1576,INLAND,141500.0,Dixon Lane-Meadow Creek
597,44.0,1362.0,237.0,709.0,247.0,4.4271,<1H OCEAN,336200.0,Lawndale
13910,48.0,2924.0,489.0,1159.0,505.0,5.6302,NEAR BAY,489000.0,Mill Valley
8679,15.0,5957.0,1037.0,3838.0,997.0,6.2907,<1H OCEAN,253100.0,Seven Trees
10614,35.0,1917.0,314.0,1019.0,340.0,4.8929,<1H OCEAN,234900.0,Canoga Park
8345,17.0,1969.0,297.0,717.0,268.0,3.4698,INLAND,179700.0,Tierra Buena
10745,33.0,2205.0,453.0,1242.0,419.0,4.1319,<1H OCEAN,203700.0,Northridge
711,32.0,879.0,257.0,1057.0,230.0,1.6776,<1H OCEAN,114800.0,Florence-Graham
43,40.0,1929.0,417.0,1780.0,419.0,3.4402,<1H OCEAN,149400.0,Lynwood
1068,16.0,1580.0,241.0,917.0,261.0,4.7266,<1H OCEAN,191100.0,Fairbanks Ranch
9449,24.0,3856.0,567.0,1741.0,588.0,7.248,<1H OCEAN,302700.0,Huntington Beach
6617,43.0,1624.0,448.0,1805.0,440.0,1.425,INLAND,61300.0,August
10951,27.0,12342.0,2630.0,1300.0,566.0,1.998,INLAND,153500.0,Big Bear Lake
10315,37.0,1699.0,302.0,889.0,271.0,4.3542,<1H OCEAN,179800.0,South Whittier
6603,47.0,3453.0,779.0,1353.0,728.0,4.016,NEAR BAY,274500.0,North Richmond
3824,44.0,1661.0,315.0,985.0,319.0,4.3942,<1H OCEAN,219500.0,Lakewood
12906,43.0,1356.0,333.0,796.0,329.0,1.7159,<1H OCEAN,189700.0,View Park-Windsor Hills
11852,22.0,2554.0,447.0,1147.0,422.0,3.6346,<1H OCEAN,192500.0,Vista
11255,35.0,2012.0,346.0,818.0,352.0,5.2818,NEAR BAY,331000.0,San Rafael
13059,22.0,2948.0,636.0,2600.0,602.0,3.125,INLAND,113600.0,Pomona
13383,2.0,20391.0,3245.0,7132.0,2716.0,3.9443,<1H OCEAN,187300.0,Murrieta Hot Springs
5272,28.0,1868.0,350.0,898.0,329.0,3.1814,INLAND,78900.0,Clovis
12786,33.0,1954.0,390.0,1600.0,376.0,3.6125,<1H OCEAN,170800.0,South Whittier
5987,33.0,3306.0,974.0,2475.0,924.0,2.8797,<1H OCEAN,285300.0,Culver City
10160,20.0,1256.0,209.0,566.0,195.0,4.0221,INLAND,86300.0,Visalia
13623,11.0,1651.0,533.0,947.0,515.0,1.6806,NEAR OCEAN,141700.0,Chula Vista
7095,43.0,1626.0,376.0,1284.0,357.0,2.2542,NEAR BAY,112200.0,Alameda
6231,35.0,2183.0,363.0,988.0,351.0,5.5922,<1H OCEAN,384400.0,Mission Canyon
2839,25.0,2260.0,692.0,1603.0,673.0,2.11,<1H OCEAN,223300.0,Lennox
5320,17.0,1822.0,438.0,578.0,291.0,5.4346,NEAR OCEAN,428600.0,Casa Conejo
2972,43.0,1502.0,477.0,1844.0,477.0,1.9405,<1H OCEAN,152500.0,Boyle Heights
353,45.0,2317.0,448.0,1057.0,428.0,4.375,NEAR OCEAN,234800.0,Signal Hill
3791,19.0,1749.0,406.0,969.0,391.0,3.75,<1H OCEAN,173400.0,Anaheim
11479,35.0,1554.0,381.0,1487.0,374.0,1.9038,<1H OCEAN,139500.0,Belvedere
4118,12.0,4929.0,1010.0,2621.0,870.0,2.7262,INLAND,109800.0,Parkway
7539,16.0,1795.0,362.0,1642.0,340.0,2.5363,INLAND,86300.0,Los Banos
9658,44.0,1668.0,380.0,1143.0,365.0,3.2083,<1H OCEAN,181900.0,San Jose
10393,21.0,1868.0,268.0,522.0,255.0,6.4678,NEAR OCEAN,249300.0,Vandenberg Village
137,30.0,2695.0,424.0,1098.0,420.0,5.3972,NEAR OCEAN,362300.0,Santa Cruz
6865,18.0,1339.0,284.0,761.0,290.0,5.3074,<1H OCEAN,137200.0,Poway
7020,17.0,748.0,184.0,412.0,180.0,3.4375,NEAR BAY,290600.0,Mountain View
12071,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,NEAR BAY,257800.0,Oakland
10790,19.0,6275.0,1546.0,4312.0,1466.0,2.7768,<1H OCEAN,178600.0,Seven Trees
417,44.0,3192.0,565.0,1439.0,568.0,4.3693,INLAND,234000.0,Gilroy
3792,24.0,1535.0,276.0,664.0,273.0,2.3068,INLAND,97300.0,Paradise
2312,25.0,1710.0,288.0,799.0,259.0,4.8359,INLAND,145300.0,Antioch
13137,31.0,1856.0,370.0,990.0,360.0,4.3654,<1H OCEAN,223800.0,Northridge
3581,28.0,1049.0,235.0,705.0,208.0,2.7321,NEAR OCEAN,150000.0,Elkhorn
1501,13.0,2782.0,605.0,1749.0,628.0,4.1276,<1H OCEAN,153800.0,Stanton
8310,32.0,4474.0,929.0,2177.0,884.0,3.2889,INLAND,98900.0,Lincoln Village
1506,20.0,1999.0,651.0,1302.0,592.0,1.6321,NEAR OCEAN,57500.0,Chula Vista
3702,37.0,1534.0,315.0,1147.0,322.0,2.5643,INLAND,59800.0,Sacramento
12140,29.0,2748.0,563.0,1619.0,525.0,2.8966,INLAND,92400.0,Rancho Cordova
427,36.0,2452.0,734.0,2664.0,667.0,0.9298,<1H OCEAN,100000.0,Willowbrook
6733,25.0,1808.0,440.0,1342.0,454.0,3.025,<1H OCEAN,156900.0,Placentia
11711,35.0,1375.0,249.0,1015.0,239.0,4.0521,<1H OCEAN,151800.0,La Puente
1176,25.0,1864.0,616.0,1710.0,575.0,2.2303,<1H OCEAN,159400.0,Inglewood
4186,20.0,1660.0,379.0,637.0,250.0,2.0347,INLAND,68900.0,Desert Shores
4399,12.0,2726.0,517.0,1351.0,474.0,3.5,INLAND,107100.0,Soulsbyville
11568,25.0,1075.0,138.0,451.0,132.0,6.8492,<1H OCEAN,332200.0,Hacienda Heights
12787,35.0,2987.0,601.0,1561.0,606.0,4.0039,<1H OCEAN,226500.0,Downey
13231,26.0,2121.0,375.0,1125.0,366.0,3.3958,INLAND,94600.0,Tierra Buena
7014,46.0,2366.0,575.0,1647.0,527.0,2.6042,NEAR BAY,124700.0,Alameda
7124,21.0,5992.0,986.0,2647.0,969.0,5.2405,<1H OCEAN,302400.0,Avocado Heights
5701,43.0,1690.0,379.0,1017.0,359.0,2.1078,<1H OCEAN,133500.0,View Park-Windsor Hills
9277,17.0,1205.0,347.0,736.0,342.0,3.2011,<1H OCEAN,162500.0,Downey
463,13.0,1839.0,275.0,752.0,270.0,4.2031,INLAND,209600.0,Lake of the Pines
4700,21.0,7628.0,2166.0,3637.0,1749.0,3.6401,<1H OCEAN,267500.0,Campbell
12921,40.0,1092.0,213.0,457.0,190.0,5.1165,<1H OCEAN,184200.0,Chino Hills
9157,16.0,3996.0,550.0,1673.0,539.0,5.778,INLAND,175700.0,Vacaville
5185,30.0,1634.0,373.0,771.0,364.0,3.4125,<1H OCEAN,284100.0,Costa Mesa
667,34.0,1865.0,345.0,963.0,302.0,5.543,<1H OCEAN,305900.0,Lawndale
10650,33.0,151.0,83.0,380.0,83.0,1.4224,<1H OCEAN,189600.0,Bell
1300,33.0,2443.0,498.0,1601.0,484.0,4.0223,<1H OCEAN,146000.0,San Fernando
4778,35.0,2605.0,410.0,1110.0,406.0,5.5519,NEAR OCEAN,329500.0,Monterey
14419,15.0,9716.0,2387.0,4992.0,2225.0,3.6231,<1H OCEAN,193300.0,Chatsworth
8683,16.0,2592.0,372.0,1279.0,383.0,6.9741,<1H OCEAN,262000.0,Lake Forest
7958,35.0,1356.0,241.0,620.0,216.0,3.5521,<1H OCEAN,168300.0,Santa Rosa
10420,10.0,2874.0,612.0,1960.0,596.0,2.7381,INLAND,104600.0,Turlock
9195,39.0,1745.0,321.0,901.0,303.0,3.1719,INLAND,67900.0,Sunnyside
184,43.0,2255.0,533.0,1568.0,470.0,1.6955,<1H OCEAN,115200.0,View Park-Windsor Hills
13769,17.0,2319.0,348.0,1125.0,337.0,5.551,NEAR OCEAN,266900.0,Bonita
8582,35.0,1851.0,327.0,1007.0,286.0,3.2361,INLAND,84000.0,North Highlands
2154,28.0,2758.0,623.0,2179.0,631.0,2.3814,NEAR OCEAN,112300.0,National City
12049,9.0,4257.0,785.0,1293.0,745.0,3.7139,<1H OCEAN,196700.0,Las Flores
5053,31.0,1892.0,428.0,1162.0,389.0,3.125,NEAR BAY,167100.0,Cherryland
3872,27.0,1013.0,394.0,1067.0,400.0,1.7714,<1H OCEAN,159400.0,West Rancho Dominguez
8099,25.0,1323.0,208.0,852.0,229.0,4.6167,<1H OCEAN,237300.0,Midway City
13701,31.0,2043.0,468.0,1524.0,454.0,3.5329,<1H OCEAN,187400.0,Anaheim
6798,17.0,3523.0,669.0,2150.0,666.0,4.5938,NEAR OCEAN,251200.0,Colma
12034,35.0,1541.0,297.0,791.0,277.0,4.425,NEAR OCEAN,204800.0,Ben Lomond
2928,40.0,2894.0,395.0,1063.0,409.0,6.939,<1H OCEAN,372000.0,View Park-Windsor Hills
12135,41.0,2512.0,539.0,1179.0,480.0,2.694,NEAR BAY,123000.0,Rodeo
10267,5.0,1150.0,311.0,648.0,245.0,3.5714,<1H OCEAN,300000.0,Milpitas
369,45.0,1165.0,236.0,845.0,251.0,4.1875,NEAR OCEAN,267300.0,San Mateo
11987,32.0,3616.0,631.0,2131.0,593.0,3.2879,INLAND,95500.0,Rialto
3873,49.0,1464.0,302.0,636.0,259.0,4.25,NEAR OCEAN,284100.0,San Bruno
4580,25.0,3018.0,806.0,2205.0,742.0,3.0199,<1H OCEAN,220200.0,North Glendale
8305,31.0,5283.0,1330.0,2659.0,1269.0,3.5744,NEAR BAY,500000.0,San Francisco
10928,34.0,2510.0,535.0,1516.0,542.0,3.8068,<1H OCEAN,267000.0,La Crescenta-Montrose
834,11.0,5103.0,825.0,2456.0,810.0,4.5032,INLAND,159700.0,Chico
13811,3.0,4430.0,841.0,2559.0,801.0,6.0959,<1H OCEAN,272700.0,San Jose
3611,46.0,1393.0,301.0,714.0,295.0,2.8125,<1H OCEAN,229900.0,Burbank
9226,29.0,866.0,138.0,341.0,133.0,4.7188,NEAR BAY,197100.0,Pleasant Hill
13028,11.0,3572.0,592.0,1876.0,507.0,3.6615,INLAND,105100.0,Hesperia
9060,29.0,6349.0,858.0,2450.0,778.0,7.5,NEAR BAY,356200.0,Alamo
7725,42.0,1525.0,456.0,1688.0,432.0,3.1691,<1H OCEAN,141300.0,Echo Park
10919,36.0,1450.0,235.0,568.0,234.0,6.0,NEAR BAY,311400.0,Kensington
9265,36.0,1406.0,224.0,598.0,237.0,5.8964,NEAR OCEAN,414800.0,San Carlos
8471,17.0,3785.0,494.0,1527.0,507.0,8.4443,<1H OCEAN,358500.0,Thousand Oaks
10537,10.0,5736.0,945.0,3528.0,932.0,4.3958,INLAND,130700.0,Bloomington
705,45.0,2230.0,364.0,949.0,344.0,5.5,<1H OCEAN,188200.0,Inglewood
1094,28.0,2296.0,603.0,1277.0,550.0,2.3562,NEAR OCEAN,123800.0,Chula Vista
10557,32.0,671.0,166.0,856.0,114.0,2.6477,INLAND,53300.0,Lenwood
4565,19.0,3136.0,466.0,1631.0,484.0,3.6471,INLAND,101400.0,Merced
8986,19.0,1684.0,387.0,1224.0,376.0,4.1389,<1H OCEAN,174100.0,Milpitas
14245,14.0,863.0,151.0,315.0,135.0,4.2679,INLAND,151800.0,Clovis
10522,25.0,596.0,115.0,426.0,137.0,3.0221,<1H OCEAN,214300.0,San Marcos
13760,18.0,2912.0,663.0,999.0,411.0,2.7344,INLAND,91900.0,Pioneer
8026,27.0,2434.0,535.0,1623.0,498.0,3.6875,<1H OCEAN,140200.0,Citrus
452,32.0,2726.0,556.0,1513.0,531.0,3.7917,<1H OCEAN,197400.0,Stanton
10088,29.0,4910.0,871.0,3438.0,904.0,4.0432,NEAR OCEAN,450000.0,Monterey
13918,39.0,568.0,127.0,267.0,129.0,1.8095,INLAND,78100.0,Chico
13911,10.0,1039.0,174.0,317.0,109.0,7.2371,INLAND,171900.0,Running Springs
9174,39.0,1287.0,332.0,1386.0,306.0,1.5227,INLAND,46900.0,Fresno
9970,27.0,4724.0,793.0,2394.0,738.0,5.5954,NEAR OCEAN,261400.0,Isla Vista
9239,41.0,2214.0,550.0,1213.0,568.0,2.2845,NEAR BAY,153100.0,Berkeley
14249,27.0,1793.0,339.0,1016.0,326.0,4.925,<1H OCEAN,240300.0,West Hills
1843,38.0,1730.0,460.0,1724.0,424.0,2.7308,NEAR OCEAN,150400.0,Carson
13035,23.0,1127.0,225.0,215.0,85.0,3.4844,INLAND,143800.0,Westwood
8287,25.0,4021.0,634.0,2178.0,650.0,5.1663,<1H OCEAN,241200.0,Seven Trees
6778,31.0,1498.0,359.0,1168.0,340.0,1.2232,INLAND,49300.0,Bakersfield
9030,33.0,2054.0,373.0,1067.0,358.0,3.6023,NEAR OCEAN,128300.0,Mission Hills
4897,36.0,1545.0,273.0,863.0,267.0,4.0109,NEAR BAY,192900.0,San Lorenzo
1892,39.0,2569.0,426.0,1282.0,432.0,5.0953,INLAND,207400.0,Altadena
11632,50.0,2530.0,524.0,940.0,361.0,2.9375,<1H OCEAN,122900.0,Camp Meeker
7608,26.0,1644.0,294.0,801.0,291.0,4.3906,<1H OCEAN,248000.0,Cotati
11961,29.0,2172.0,435.0,1377.0,408.0,3.7895,NEAR BAY,180900.0,Hayward
2399,34.0,2231.0,545.0,1568.0,510.0,1.5217,INLAND,60300.0,Brawley
14122,7.0,6322.0,1046.0,2957.0,1024.0,4.7276,INLAND,197500.0,Cameron Park
2182,45.0,1579.0,278.0,687.0,285.0,5.0424,<1H OCEAN,225900.0,Lakewood
331,48.0,890.0,255.0,434.0,232.0,3.6111,<1H OCEAN,450000.0,West Hollywood
13365,51.0,1280.0,422.0,1560.0,381.0,1.7115,<1H OCEAN,125000.0,Los Angeles
130,9.0,1944.0,488.0,1992.0,453.0,2.066,<1H OCEAN,127200.0,Vista
14383,4.0,2152.0,580.0,1083.0,441.0,3.1458,INLAND,118800.0,Rancho Cucamonga
7765,20.0,3375.0,630.0,1505.0,598.0,2.69,INLAND,201300.0,Waterford
4403,46.0,2298.0,457.0,1429.0,477.0,4.0217,NEAR OCEAN,272400.0,Daly City
1286,10.0,3194.0,579.0,2088.0,549.0,4.1779,INLAND,159100.0,Ontario
4842,37.0,1055.0,280.0,538.0,206.0,2.4167,<1H OCEAN,181300.0,Covina
13933,15.0,3456.0,545.0,1527.0,535.0,6.3256,NEAR OCEAN,368000.0,Montara
4238,32.0,9534.0,1819.0,4951.0,1710.0,3.3926,INLAND,103400.0,Rancho Cordova
6098,10.0,1658.0,310.0,1053.0,333.0,4.7574,<1H OCEAN,209900.0,Simi Valley
6047,4.0,3345.0,552.0,1525.0,539.0,6.7962,<1H OCEAN,329100.0,Irvine
4550,38.0,637.0,204.0,679.0,162.0,1.5714,<1H OCEAN,89700.0,Westmont
13934,5.0,3096.0,545.0,1760.0,519.0,4.5701,INLAND,146400.0,West Modesto
719,25.0,830.0,228.0,368.0,174.0,3.3917,NEAR BAY,342900.0,Mountain View
13496,18.0,1221.0,255.0,507.0,271.0,5.3679,<1H OCEAN,228400.0,Sunnyvale
4595,21.0,3067.0,706.0,2140.0,687.0,2.4432,INLAND,78800.0,Loma Linda
12534,35.0,5005.0,848.0,2112.0,813.0,4.9968,INLAND,295000.0,Bradbury
4254,36.0,1726.0,287.0,820.0,288.0,5.5767,<1H OCEAN,218100.0,Lakewood
9984,25.0,1788.0,203.0,676.0,217.0,10.1299,<1H OCEAN,454300.0,Villa Park
12962,7.0,6434.0,1201.0,2733.0,1045.0,3.7656,INLAND,145000.0,Clovis
350,12.0,2070.0,587.0,1216.0,532.0,4.1926,<1H OCEAN,244500.0,Seven Trees
11688,19.0,2556.0,304.0,822.0,260.0,9.9055,<1H OCEAN,456900.0,Villa Park
13653,36.0,1928.0,361.0,1008.0,368.0,4.733,INLAND,233700.0,North El Monte
5828,32.0,2374.0,450.0,1580.0,427.0,3.8837,<1H OCEAN,200300.0,Covina
5936,50.0,2485.0,607.0,1354.0,563.0,1.9483,NEAR BAY,150500.0,Berkeley
3097,18.0,1880.0,420.0,681.0,333.0,4.3214,<1H OCEAN,372300.0,Sherman Oaks
837,28.0,826.0,258.0,979.0,245.0,1.7172,INLAND,58800.0,Indio
9979,26.0,828.0,149.0,508.0,158.0,5.2374,<1H OCEAN,185500.0,Santa Clarita
13908,38.0,226.0,44.0,125.0,38.0,2.9,INLAND,125000.0,Taft Mosswood
7533,26.0,4038.0,706.0,2065.0,687.0,3.9545,<1H OCEAN,178100.0,Spring Valley
3621,26.0,1167.0,370.0,253.0,137.0,2.4196,NEAR BAY,275000.0,Hayward
10779,33.0,3177.0,713.0,1845.0,612.0,4.008,<1H OCEAN,191100.0,La Crescenta-Montrose
7482,34.0,2271.0,437.0,1393.0,433.0,4.2443,<1H OCEAN,174400.0,La Habra
13700,36.0,1940.0,315.0,850.0,298.0,3.1818,NEAR OCEAN,249600.0,San Luis Obispo
8938,33.0,3285.0,830.0,2281.0,786.0,2.6165,<1H OCEAN,230800.0,Van Nuys
9184,27.0,515.0,201.0,397.0,228.0,2.4135,<1H OCEAN,184400.0,Culver City
9260,17.0,1896.0,674.0,971.0,652.0,0.8438,<1H OCEAN,175000.0,Pasadena
6616,43.0,948.0,221.0,749.0,208.0,1.962,INLAND,52700.0,August
1410,45.0,2115.0,533.0,1530.0,474.0,2.4167,NEAR BAY,139400.0,Alameda
9861,15.0,1914.0,425.0,1130.0,421.0,2.2165,<1H OCEAN,90600.0,San Miguel
9126,26.0,2528.0,511.0,2677.0,512.0,4.1165,<1H OCEAN,164900.0,Seven Trees
9115,5.0,7178.0,898.0,2823.0,907.0,9.0776,<1H OCEAN,450400.0,Diablo
12412,17.0,2534.0,517.0,1764.0,502.0,2.8519,INLAND,80700.0,Delhi
3685,20.0,3168.0,514.0,1390.0,490.0,5.0,INLAND,154800.0,Lodi
11308,10.0,2509.0,422.0,1037.0,389.0,6.0,INLAND,220100.0,Auburn
1462,6.0,12991.0,2555.0,4571.0,1926.0,4.7195,INLAND,199300.0,Bermuda Dunes
5346,25.0,1678.0,367.0,971.0,307.0,1.0398,INLAND,62100.0,Rio Linda
11630,9.0,7450.0,1475.0,2233.0,930.0,2.6528,INLAND,133000.0,Copperopolis
4031,30.0,3550.0,934.0,3738.0,880.0,3.191,<1H OCEAN,271200.0,Culver City
3651,36.0,1601.0,290.0,715.0,284.0,4.8152,<1H OCEAN,232400.0,Whittier
10573,9.0,1554.0,815.0,1704.0,761.0,2.0185,<1H OCEAN,141700.0,Silver Lake
12014,4.0,4530.0,1070.0,1804.0,837.0,3.3942,INLAND,72100.0,West Park
3834,28.0,1087.0,423.0,807.0,425.0,0.9702,<1H OCEAN,225400.0,Costa Mesa
11032,40.0,2223.0,412.0,1050.0,417.0,5.2421,NEAR OCEAN,444500.0,West Menlo Park
5052,10.0,3487.0,545.0,1410.0,557.0,6.0336,NEAR OCEAN,240300.0,Lake San Marcos
1542,29.0,1650.0,496.0,882.0,445.0,2.2287,NEAR OCEAN,140000.0,Lemon Grove
5199,41.0,1164.0,265.0,561.0,251.0,4.2411,<1H OCEAN,350900.0,"Westwood, Los Angeles"
3426,29.0,1326.0,185.0,586.0,187.0,6.5474,<1H OCEAN,422900.0,Thousand Oaks
8218,5.0,4423.0,763.0,1906.0,667.0,4.6855,INLAND,125200.0,Garnet
5262,9.0,3707.0,602.0,1601.0,555.0,4.0714,INLAND,300600.0,Cameron Park
3149,24.0,2234.0,373.0,1325.0,383.0,5.4604,<1H OCEAN,193400.0,Simi Valley
14254,17.0,3145.0,621.0,1432.0,559.0,2.7201,INLAND,117500.0,Pollock Pines
3573,28.0,2362.0,949.0,2759.0,894.0,2.2364,<1H OCEAN,305600.0,Hollywood
12802,38.0,1701.0,317.0,872.0,304.0,3.7831,<1H OCEAN,147800.0,Winter Gardens
7135,35.0,1438.0,333.0,794.0,306.0,1.975,<1H OCEAN,138100.0,View Park-Windsor Hills
11776,10.0,901.0,163.0,698.0,167.0,4.6648,NEAR OCEAN,156100.0,Bonita
1050,40.0,1065.0,214.0,605.0,183.0,4.1964,<1H OCEAN,185900.0,La Crescenta-Montrose
3800,42.0,1706.0,488.0,1941.0,447.0,2.5213,<1H OCEAN,149700.0,Echo Park
2724,35.0,1235.0,369.0,1246.0,341.0,1.474,INLAND,71000.0,Visalia
7346,16.0,10077.0,2186.0,3048.0,1337.0,2.9647,INLAND,110900.0,Palm Springs
12181,14.0,3004.0,793.0,3535.0,735.0,1.586,INLAND,56900.0,Parlier
11562,19.0,3889.0,832.0,1872.0,731.0,2.6812,INLAND,107600.0,Oildale
930,37.0,1667.0,362.0,971.0,335.0,2.875,INLAND,57400.0,Bakersfield
6383,44.0,2923.0,659.0,1371.0,626.0,2.2925,INLAND,85800.0,Chico
10920,32.0,1736.0,234.0,602.0,231.0,6.516,NEAR BAY,401000.0,Kensington
8836,19.0,2644.0,833.0,2317.0,780.0,3.1042,<1H OCEAN,183100.0,Seven Trees
8015,45.0,1628.0,352.0,754.0,334.0,2.5703,INLAND,62400.0,Oildale
1968,35.0,1758.0,309.0,972.0,338.0,4.3831,<1H OCEAN,209800.0,La Mirada
2412,32.0,1083.0,188.0,471.0,178.0,2.9241,INLAND,187500.0,Linden
10649,10.0,2656.0,506.0,1349.0,501.0,4.25,INLAND,83200.0,Ridgecrest
13831,28.0,1546.0,465.0,974.0,408.0,2.2843,<1H OCEAN,183800.0,Glendale
262,30.0,1771.0,788.0,2188.0,764.0,1.5885,<1H OCEAN,154200.0,Echo Park
12366,21.0,2004.0,385.0,1397.0,398.0,2.2169,INLAND,61600.0,Corcoran
9707,11.0,10804.0,1493.0,5221.0,1482.0,5.246,INLAND,161400.0,Rialto
11037,17.0,5239.0,1045.0,2440.0,985.0,4.375,<1H OCEAN,248100.0,Midway City
8314,14.0,6438.0,1719.0,1586.0,691.0,1.6136,INLAND,67400.0,Morongo Valley
9868,18.0,697.0,255.0,812.0,221.0,2.6635,<1H OCEAN,162500.0,Santa Ana
6399,39.0,1155.0,433.0,1857.0,424.0,2.1696,<1H OCEAN,153400.0,Los Angeles
2421,18.0,1521.0,269.0,706.0,279.0,4.4196,INLAND,121000.0,Greenacres
13415,4.0,8072.0,1606.0,4323.0,1475.0,3.9518,<1H OCEAN,220300.0,Penngrove
10679,30.0,3977.0,930.0,1387.0,582.0,2.6161,NEAR OCEAN,132500.0,Monte Rio
11414,23.0,4487.0,584.0,2024.0,580.0,7.5218,<1H OCEAN,291500.0,Seven Trees
5436,5.0,2697.0,639.0,1633.0,580.0,3.4456,NEAR OCEAN,165800.0,Vista
298,7.0,2611.0,395.0,482.0,159.0,5.0622,INLAND,174100.0,Truckee
8956,48.0,2304.0,558.0,1273.0,512.0,3.275,NEAR BAY,332100.0,Daly City
13353,9.0,12139.0,2640.0,6837.0,2358.0,3.125,INLAND,132500.0,Woodland
1365,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,NEAR BAY,218500.0,Piedmont
1571,18.0,1996.0,405.0,1270.0,400.0,2.7083,INLAND,91200.0,East Hemet
9211,8.0,3561.0,691.0,2156.0,659.0,2.7778,INLAND,86900.0,Apple Valley
9531,44.0,822.0,180.0,480.0,177.0,4.4,<1H OCEAN,225800.0,Lawndale
21,4.0,1646.0,408.0,853.0,410.0,5.0821,<1H OCEAN,265500.0,Milpitas
13991,10.0,3753.0,678.0,1859.0,660.0,4.9946,<1H OCEAN,204600.0,Santa Susana
8673,40.0,2190.0,496.0,1214.0,493.0,2.3947,INLAND,81900.0,San Bernardino
4686,26.0,3665.0,932.0,2775.0,870.0,1.9286,NEAR OCEAN,160500.0,Ventura
5747,25.0,2696.0,496.0,1296.0,514.0,4.0798,<1H OCEAN,179200.0,Santa Rosa
8511,32.0,2780.0,470.0,1281.0,479.0,3.588,<1H OCEAN,96000.0,Brooktrails
2735,35.0,2114.0,506.0,2050.0,474.0,1.2375,INLAND,50000.0,Fresno
4613,50.0,2833.0,605.0,1260.0,552.0,2.8929,NEAR BAY,216700.0,Piedmont
9050,22.0,2447.0,556.0,1157.0,556.0,1.8245,INLAND,85500.0,Paradise
6278,29.0,3372.0,720.0,1770.0,693.0,3.5109,<1H OCEAN,166000.0,Vista
12774,37.0,1217.0,199.0,552.0,194.0,5.0445,NEAR BAY,196200.0,Pleasant Hill
14232,26.0,50.0,5.0,17.0,4.0,15.0001,<1H OCEAN,400000.0,Lexington Hills
1035,21.0,2863.0,701.0,1489.0,621.0,3.2031,<1H OCEAN,180700.0,Norwalk
11822,40.0,2352.0,536.0,1430.0,535.0,3.0912,INLAND,155300.0,Hollister
8672,24.0,5745.0,735.0,2061.0,679.0,8.2827,INLAND,451400.0,Glendora
2468,48.0,833.0,188.0,652.0,165.0,2.2417,NEAR BAY,87900.0,Vallejo
14049,6.0,6097.0,1270.0,2678.0,1226.0,5.1269,<1H OCEAN,285200.0,San Pedro
5118,35.0,2703.0,654.0,1383.0,631.0,4.5278,NEAR OCEAN,340400.0,Mission Canyon
11302,17.0,3890.0,586.0,2791.0,595.0,3.2197,NEAR OCEAN,67500.0,La Mesa
13854,41.0,4400.0,666.0,1476.0,648.0,5.0,NEAR BAY,248900.0,San Leandro
5200,25.0,2059.0,659.0,1349.0,588.0,3.2396,<1H OCEAN,352400.0,"Westwood, Los Angeles"
12410,32.0,1650.0,313.0,802.0,284.0,2.9048,INLAND,98200.0,Plumas Lake
1792,44.0,1387.0,280.0,984.0,302.0,4.25,NEAR OCEAN,143100.0,Long Beach
7110,24.0,8264.0,2437.0,3148.0,2274.0,3.5659,<1H OCEAN,281300.0,West Hollywood
10613,29.0,3907.0,773.0,2037.0,727.0,4.1023,<1H OCEAN,230200.0,Canoga Park
13872,17.0,4227.0,729.0,1809.0,679.0,3.2667,INLAND,269500.0,East Oakdale
2767,26.0,4175.0,885.0,2118.0,778.0,4.2083,<1H OCEAN,240300.0,Northridge
6993,34.0,1717.0,393.0,1224.0,387.0,2.7917,INLAND,130800.0,Davis
9607,41.0,1256.0,391.0,1511.0,381.0,1.7981,<1H OCEAN,166000.0,East Los Angeles
1325,32.0,1056.0,225.0,565.0,231.0,3.9485,<1H OCEAN,230000.0,Lawndale
2233,38.0,2868.0,466.0,1098.0,438.0,7.9059,<1H OCEAN,477100.0,Manhattan Beach
8112,26.0,2001.0,582.0,2044.0,557.0,1.1563,<1H OCEAN,118800.0,Los Angeles
8643,32.0,1835.0,264.0,635.0,263.0,8.317,NEAR BAY,365900.0,Piedmont
9889,5.0,538.0,98.0,8733.0,105.0,4.2391,INLAND,154600.0,Valencia
