,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,city_name
4933,3.0,16533.0,2549.0,7588.0,2285.0,3.9792,INLAND,122100.0,Mountain View Acres
4790,15.0,2102.0,295.0,1060.0,303.0,7.3141,<1H OCEAN,337100.0,North Tustin
8177,15.0,4799.0,1209.0,2554.0,1057.0,2.6582,INLAND,122800.0,Upland
10156,15.0,2740.0,503.0,1188.0,445.0,3.4519,INLAND,128800.0,Mount Shasta
1034,36.0,1360.0,271.0,909.0,275.0,4.6731,<1H OCEAN,173300.0,Norwalk
13630,11.0,4068.0,829.0,918.0,500.0,3.1272,<1H OCEAN,281300.0,Hidden Meadows
9965,14.0,5919.0,1278.0,265.0,112.0,3.2431,INLAND,221400.0,Mammoth Lakes
2714,41.0,896.0,198.0,605.0,168.0,2.2778,<1H OCEAN,128100.0,West Athens
6739,19.0,2256.0,449.0,1469.0,435.0,2.5129,INLAND,84600.0,Winton
5122,4.0,58.0,29.0,79.0,29.0,3.375,INLAND,106300.0,Manteca
600,36.0,1243.0,470.0,1668.0,444.0,1.0714,<1H OCEAN,137500.0,Boyle Heights
95,26.0,2574.0,807.0,3163.0,802.0,1.9495,<1H OCEAN,173200.0,Los Angeles
10157,25.0,1729.0,383.0,769.0,352.0,4.0417,NEAR OCEAN,458500.0,Highlands-Baywood Park
337,36.0,1999.0,390.0,887.0,379.0,3.8162,<1H OCEAN,221900.0,Hawaiian Gardens
6697,29.0,2465.0,327.0,859.0,315.0,6.6605,INLAND,220700.0,Morada
3381,32.0,4040.0,832.0,2526.0,798.0,3.2143,<1H OCEAN,160100.0,La Mirada
4273,33.0,1408.0,273.0,520.0,212.0,3.5781,<1H OCEAN,242500.0,Yountville
9446,32.0,3152.0,504.0,793.0,426.0,7.1198,NEAR OCEAN,469900.0,Del Monte Forest
6411,18.0,2024.0,462.0,1047.0,451.0,3.5848,<1H OCEAN,186900.0,Huntington Beach
1813,42.0,1468.0,281.0,571.0,271.0,3.3906,INLAND,124200.0,Parkway
10753,34.0,3150.0,518.0,1392.0,480.0,4.9355,<1H OCEAN,336900.0,La Crescenta-Montrose
13289,22.0,4935.0,954.0,2874.0,938.0,3.9825,INLAND,180500.0,La Verne
8132,29.0,5154.0,1084.0,2459.0,1019.0,3.2664,NEAR BAY,142900.0,Vallejo
12681,17.0,321.0,44.0,92.0,39.0,7.75,<1H OCEAN,375000.0,Ojai
13533,41.0,1743.0,373.0,780.0,357.0,3.1467,<1H OCEAN,175500.0,Santa Rosa
14182,30.0,4412.0,862.0,2168.0,772.0,5.0062,<1H OCEAN,232000.0,Cambrian Park
4374,33.0,1190.0,217.0,717.0,196.0,2.6302,INLAND,81300.0,Arvin
7879,26.0,3924.0,781.0,2332.0,725.0,3.7772,<1H OCEAN,223900.0,Placentia
2727,33.0,726.0,168.0,351.0,147.0,3.1458,<1H OCEAN,270500.0,Burbank
4964,36.0,1395.0,264.0,700.0,244.0,2.4353,INLAND,162500.0,Walnut Grove
12035,19.0,2554.0,443.0,1301.0,419.0,4.1856,INLAND,72100.0,Porterville
12308,10.0,714.0,131.0,381.0,119.0,0.8926,INLAND,116100.0,Fontana
11560,29.0,2904.0,892.0,3320.0,765.0,2.6111,<1H OCEAN,168800.0,Glendale
13927,30.0,1856.0,339.0,1103.0,379.0,4.0357,<1H OCEAN,153800.0,Spring Valley
4818,19.0,5430.0,1593.0,2496.0,1484.0,2.9112,NEAR OCEAN,199100.0,San Diego
9361,41.0,2031.0,294.0,859.0,302.0,7.419,<1H OCEAN,483700.0,La Canada Flintridge
10796,29.0,2864.0,600.0,1314.0,562.0,2.1354,<1H OCEAN,75100.0,Fortuna
2260,43.0,1006.0,201.0,520.0,199.0,6.5669,<1H OCEAN,372800.0,Culver City
8493,36.0,4682.0,899.0,2143.0,832.0,4.5096,NEAR OCEAN,203700.0,Felton
370,37.0,1437.0,305.0,979.0,331.0,4.0,NEAR OCEAN,273700.0,San Mateo
9579,24.0,646.0,134.0,454.0,149.0,2.125,INLAND,61900.0,Madera
4262,35.0,793.0,128.0,589.0,137.0,5.25,<1H OCEAN,190200.0,Buena Park
14334,23.0,1125.0,273.0,687.0,308.0,2.3182,<1H OCEAN,268800.0,Poway
217,42.0,902.0,318.0,1312.0,323.0,1.9375,<1H OCEAN,168800.0,Boyle Heights
11787,27.0,1148.0,206.0,521.0,219.0,4.025,NEAR OCEAN,128100.0,Fortuna
9963,33.0,2664.0,432.0,1197.0,429.0,5.069,<1H OCEAN,264200.0,Fountain Valley
10484,14.0,1501.0,337.0,515.0,226.0,3.1917,INLAND,73400.0,Blythe
6421,38.0,3716.0,657.0,1784.0,652.0,4.8237,NEAR BAY,220900.0,Castro Valley
1256,41.0,936.0,257.0,913.0,226.0,2.0313,<1H OCEAN,122600.0,West Athens
13657,27.0,1388.0,296.0,1056.0,284.0,1.6094,INLAND,55200.0,Del Rey
11808,15.0,2419.0,538.0,1279.0,522.0,3.4762,NEAR OCEAN,189600.0,Los Osos
13476,22.0,2397.0,400.0,1347.0,403.0,4.46,INLAND,189800.0,El Cerrito
8009,34.0,2906.0,544.0,1282.0,522.0,5.5127,<1H OCEAN,268200.0,Cambrian Park
12935,43.0,2506.0,531.0,1230.0,543.0,3.4211,NEAR OCEAN,203900.0,Signal Hill
4727,28.0,3397.0,597.0,1397.0,560.0,4.8125,<1H OCEAN,244600.0,Costa Mesa
7578,20.0,1789.0,434.0,1113.0,398.0,2.4728,NEAR BAY,139700.0,Napa
5439,47.0,2289.0,481.0,1697.0,465.0,3.4773,NEAR BAY,226300.0,Brisbane
10720,12.0,3014.0,560.0,1424.0,485.0,3.0729,INLAND,105100.0,Mono Vista
1821,14.0,2598.0,759.0,1584.0,703.0,4.0417,<1H OCEAN,180900.0,Costa Mesa
1989,18.0,847.0,185.0,733.0,178.0,5.2149,<1H OCEAN,201900.0,Canoga Park
3767,43.0,381.0,67.0,259.0,60.0,3.0313,<1H OCEAN,166100.0,Walnut Park
11888,30.0,2512.0,597.0,1390.0,523.0,2.3725,INLAND,77200.0,Highland
6637,23.0,1829.0,331.0,891.0,356.0,6.5755,<1H OCEAN,359900.0,Lawndale
14444,19.0,901.0,183.0,700.0,190.0,2.2375,INLAND,64300.0,Parkwood
6601,36.0,1759.0,295.0,837.0,267.0,4.6992,<1H OCEAN,251900.0,Bell Gardens
12574,32.0,1684.0,359.0,454.0,209.0,2.9125,INLAND,145800.0,Sunnyside-Tahoe City
2550,31.0,1054.0,252.0,1032.0,258.0,2.3424,<1H OCEAN,188500.0,South San Gabriel
4332,36.0,2284.0,899.0,1964.0,839.0,1.9297,<1H OCEAN,203300.0,Hollywood
6328,33.0,2496.0,387.0,1098.0,404.0,7.6685,<1H OCEAN,474300.0,Hermosa Beach
14386,26.0,2807.0,630.0,1785.0,580.0,2.1638,<1H OCEAN,132800.0,El Cajon
6256,16.0,1039.0,182.0,554.0,184.0,2.9688,INLAND,128300.0,Penn Valley
11677,34.0,2412.0,446.0,1558.0,421.0,2.6903,INLAND,62800.0,Bakersfield
13303,28.0,3519.0,583.0,1720.0,590.0,4.7973,<1H OCEAN,186900.0,Casa de Oro-Mount Helix
9779,34.0,2657.0,515.0,1948.0,532.0,4.233,<1H OCEAN,157400.0,San Fernando
5676,27.0,852.0,237.0,1024.0,221.0,2.1141,INLAND,110900.0,Pomona
6185,26.0,2900.0,667.0,1090.0,590.0,3.7125,<1H OCEAN,447400.0,Sherman Oaks
12137,27.0,1199.0,224.0,463.0,199.0,2.9063,INLAND,92200.0,Angels Camp
1721,30.0,2022.0,522.0,1196.0,463.0,3.7454,<1H OCEAN,186000.0,Orange
6086,12.0,5829.0,1309.0,2711.0,1118.0,1.9707,INLAND,107900.0,Hemet
8568,19.0,6300.0,937.0,3671.0,943.0,5.9716,<1H OCEAN,262100.0,Walnut
5383,36.0,1930.0,354.0,915.0,328.0,5.2713,<1H OCEAN,244400.0,Hawaiian Gardens
8513,22.0,3488.0,452.0,1479.0,458.0,7.1687,NEAR OCEAN,384400.0,Goleta
5485,17.0,2255.0,416.0,1171.0,411.0,2.875,INLAND,129800.0,Palo Cedro
1093,17.0,2633.0,712.0,1487.0,694.0,2.5392,NEAR OCEAN,147000.0,Chula Vista
1334,44.0,2175.0,475.0,1019.0,448.0,4.793,<1H OCEAN,470800.0,Santa Monica
9603,12.0,3831.0,1083.0,2258.0,967.0,2.4375,<1H OCEAN,255400.0,Van Nuys
10428,17.0,3719.0,588.0,2089.0,561.0,6.7867,<1H OCEAN,273700.0,Milpitas
8967,23.0,2982.0,837.0,1317.0,787.0,3.3776,NEAR OCEAN,283200.0,Mission Canyon
3985,42.0,2274.0,429.0,1255.0,397.0,5.1205,NEAR OCEAN,226300.0,South San Francisco
4478,4.0,9911.0,1946.0,5145.0,1661.0,3.4237,INLAND,113700.0,Perris
9595,27.0,669.0,131.0,314.0,106.0,2.4659,NEAR OCEAN,231300.0,Oak View
2111,24.0,1402.0,482.0,1976.0,466.0,2.6964,<1H OCEAN,163200.0,Huntington Park
11551,22.0,1141.0,332.0,1189.0,321.0,2.2042,<1H OCEAN,162500.0,Montebello
8182,4.0,20982.0,3392.0,10329.0,3086.0,4.3658,INLAND,130600.0,Florin
7352,6.0,7292.0,1295.0,2468.0,1262.0,5.6411,<1H OCEAN,294700.0,Seven Trees
7733,27.0,4336.0,754.0,2009.0,734.0,6.3923,<1H OCEAN,348300.0,Cupertino
12843,35.0,2016.0,349.0,1023.0,376.0,5.6413,NEAR BAY,376600.0,Palo Alto
11227,19.0,2207.0,565.0,1481.0,520.0,1.3194,NEAR BAY,81400.0,San Leandro
2825,21.0,2202.0,484.0,1000.0,381.0,2.4423,INLAND,102300.0,North Lakeport
7163,33.0,2265.0,366.0,986.0,388.0,5.4533,NEAR OCEAN,409800.0,San Pedro
6130,4.0,3080.0,827.0,1195.0,683.0,2.7477,INLAND,133000.0,Orangevale
1692,35.0,2922.0,507.0,1130.0,485.0,5.451,<1H OCEAN,341800.0,Van Nuys
5537,37.0,2144.0,446.0,860.0,435.0,3.9464,<1H OCEAN,315000.0,Burbank
5692,8.0,152.0,19.0,1275.0,20.0,1.625,INLAND,162500.0,Highgrove
13178,18.0,2251.0,510.0,1032.0,369.0,2.2946,<1H OCEAN,101000.0,Boonville
1281,23.0,4095.0,578.0,1766.0,589.0,6.7418,<1H OCEAN,302500.0,Midway City
2750,32.0,1855.0,527.0,2568.0,504.0,2.5509,<1H OCEAN,170800.0,Anaheim
2376,22.0,4331.0,637.0,1952.0,654.0,5.4834,<1H OCEAN,232000.0,Granite Hills
13265,17.0,1312.0,394.0,836.0,337.0,1.6686,<1H OCEAN,112500.0,Bostonia
4212,27.0,2051.0,301.0,917.0,287.0,7.6059,<1H OCEAN,323700.0,Santa Clarita
12301,25.0,2197.0,320.0,934.0,330.0,6.311,NEAR OCEAN,283200.0,Saticoy
263,32.0,1607.0,253.0,778.0,262.0,4.5278,<1H OCEAN,166300.0,Winter Gardens
10453,36.0,2416.0,394.0,1115.0,386.0,6.256,<1H OCEAN,366900.0,Palos Verdes Estates
13292,28.0,3436.0,537.0,1503.0,498.0,4.7679,NEAR OCEAN,204000.0,San Diego
4947,18.0,1206.0,274.0,622.0,217.0,1.8264,INLAND,62000.0,Coalinga
7038,25.0,2070.0,513.0,1078.0,460.0,2.9312,<1H OCEAN,220100.0,Orange
11748,31.0,2712.0,628.0,1519.0,629.0,1.942,INLAND,86200.0,Hemet
5631,48.0,2114.0,390.0,973.0,367.0,4.8021,NEAR OCEAN,351100.0,Mission Canyon
12411,17.0,2634.0,641.0,1454.0,560.0,3.7976,<1H OCEAN,275000.0,Irvine
2112,27.0,4314.0,611.0,1662.0,575.0,5.0997,INLAND,170100.0,Carmichael
8367,28.0,2315.0,538.0,1360.0,504.0,2.9861,<1H OCEAN,218600.0,Fullerton
13703,36.0,3228.0,543.0,1305.0,520.0,5.1695,<1H OCEAN,397000.0,Ladera Heights
11486,3.0,3438.0,603.0,1602.0,554.0,3.9914,INLAND,120500.0,Rio Linda
12251,24.0,4195.0,706.0,2200.0,647.0,4.3451,<1H OCEAN,177800.0,Salinas
3030,51.0,175.0,43.0,228.0,55.0,2.1,NEAR BAY,75000.0,Oakland
3835,25.0,1679.0,470.0,1314.0,473.0,4.1026,<1H OCEAN,211500.0,Costa Mesa
1095,15.0,652.0,149.0,248.0,97.0,2.1071,INLAND,93800.0,Valle Vista
7805,13.0,3216.0,765.0,1627.0,715.0,3.0859,INLAND,167800.0,Clayton
13986,31.0,1599.0,318.0,794.0,303.0,3.0,INLAND,96700.0,Paradise
4231,18.0,11026.0,1978.0,5407.0,1923.0,4.075,INLAND,231100.0,Charter Oak
7558,27.0,2331.0,461.0,1178.0,447.0,4.6654,<1H OCEAN,340700.0,Monte Sereno
4731,35.0,1818.0,368.0,682.0,254.0,4.8611,NEAR OCEAN,240000.0,Lompico
11190,37.0,2119.0,442.0,1372.0,406.0,1.9605,<1H OCEAN,106200.0,Willowbrook
7379,21.0,4124.0,1054.0,2162.0,998.0,2.6321,NEAR BAY,223100.0,Ashland
6300,20.0,3968.0,931.0,2629.0,903.0,2.9915,NEAR BAY,166700.0,Concord
10935,32.0,3116.0,661.0,1105.0,543.0,5.1837,<1H OCEAN,445600.0,Laguna Beach
4024,36.0,2326.0,543.0,2073.0,494.0,1.9952,<1H OCEAN,112900.0,East Rancho Dominguez
14065,14.0,3023.0,469.0,1523.0,492.0,5.3602,INLAND,118600.0,Visalia
11094,16.0,6862.0,1292.0,3562.0,1126.0,3.6091,INLAND,87200.0,Barstow
12048,16.0,3424.0,698.0,1940.0,645.0,4.121,<1H OCEAN,182100.0,Poway
3690,24.0,4337.0,670.0,1936.0,652.0,5.8904,<1H OCEAN,271400.0,Seven Trees
10481,28.0,3983.0,852.0,1582.0,778.0,3.5147,NEAR OCEAN,313900.0,Pacific Grove
2802,37.0,2008.0,466.0,1261.0,427.0,2.2574,INLAND,59100.0,Parkway
799,19.0,2636.0,523.0,1184.0,465.0,2.7863,INLAND,108600.0,Magalia
10135,24.0,830.0,190.0,279.0,196.0,1.9176,<1H OCEAN,121100.0,Poway
6353,27.0,4701.0,1359.0,2571.0,1216.0,2.5417,<1H OCEAN,184100.0,East Rancho Dominguez
6243,36.0,1158.0,218.0,619.0,233.0,3.6125,NEAR OCEAN,122500.0,Lemon Grove
6124,36.0,2658.0,626.0,1490.0,529.0,1.2157,INLAND,57000.0,Bakersfield
6793,37.0,1404.0,266.0,889.0,274.0,4.0049,<1H OCEAN,190000.0,North Hollywood
3324,35.0,2329.0,399.0,966.0,336.0,3.8839,<1H OCEAN,224900.0,Canoga Park
7138,33.0,1379.0,254.0,795.0,297.0,4.6713,<1H OCEAN,231800.0,Bellflower
3370,28.0,1433.0,270.0,1001.0,278.0,4.0125,<1H OCEAN,130100.0,Santa Maria
14149,33.0,2493.0,454.0,1203.0,436.0,3.765,INLAND,94600.0,Country Club
5252,43.0,2339.0,487.0,1732.0,449.0,3.0987,<1H OCEAN,139400.0,East Rancho Dominguez
14052,43.0,1554.0,287.0,802.0,277.0,4.2312,INLAND,272600.0,Temple City
12068,46.0,3232.0,835.0,1373.0,747.0,3.225,NEAR BAY,218800.0,Oakland
7485,50.0,2082.0,492.0,1131.0,473.0,1.6424,NEAR BAY,108900.0,Emeryville
5957,34.0,1457.0,239.0,557.0,226.0,3.6181,INLAND,96500.0,Madera
3939,27.0,2991.0,637.0,1419.0,606.0,1.8849,INLAND,73500.0,Yuba City
4114,34.0,1440.0,267.0,1018.0,265.0,2.2206,INLAND,63400.0,Parlier
935,44.0,1425.0,438.0,1121.0,374.0,2.1108,<1H OCEAN,200000.0,Echo Park
10097,14.0,3167.0,551.0,1787.0,533.0,3.8125,INLAND,92600.0,Rio Linda
1322,20.0,10053.0,1768.0,3083.0,1621.0,5.1506,NEAR OCEAN,387500.0,Carmel-by-the-Sea
3464,5.0,2320.0,502.0,1245.0,489.0,3.2465,INLAND,97200.0,South Yuba City
14403,16.0,1704.0,402.0,689.0,348.0,4.4239,NEAR BAY,267100.0,Strawberry
7152,46.0,1647.0,376.0,854.0,355.0,2.9,NEAR BAY,144800.0,Albany
10955,5.0,2262.0,427.0,1016.0,402.0,6.065,<1H OCEAN,315500.0,Laguna Niguel
12004,14.0,5180.0,1051.0,1639.0,991.0,4.5,<1H OCEAN,222200.0,Poway
10117,32.0,3303.0,480.0,1185.0,436.0,5.0508,INLAND,225700.0,Arden-Arcade
9615,16.0,1748.0,322.0,4930.0,287.0,4.3029,INLAND,121900.0,Ione
4172,25.0,1427.0,246.0,772.0,221.0,2.2262,INLAND,64500.0,Tulare
12733,26.0,6960.0,1454.0,4367.0,1437.0,4.7953,<1H OCEAN,210900.0,La Palma
5912,41.0,1353.0,286.0,751.0,250.0,2.7401,<1H OCEAN,131700.0,Westmont
11625,16.0,5407.0,1467.0,2523.0,1265.0,2.0471,INLAND,104200.0,Arden-Arcade
3516,41.0,2227.0,462.0,1129.0,415.0,2.319,INLAND,59100.0,Fresno
7294,18.0,3297.0,662.0,1554.0,578.0,2.6847,NEAR OCEAN,111300.0,McKinleyville
1088,10.0,2869.0,941.0,2162.0,829.0,3.2297,<1H OCEAN,150000.0,Canoga Park
11937,30.0,2369.0,469.0,510.0,213.0,2.65,INLAND,123800.0,Tahoe Vista
4620,27.0,1710.0,282.0,1089.0,297.0,4.6793,NEAR OCEAN,151900.0,Bonita
7616,22.0,2900.0,538.0,1445.0,515.0,4.511,<1H OCEAN,296800.0,Graton
2499,32.0,2612.0,418.0,1030.0,402.0,6.603,<1H OCEAN,369200.0,Ladera Heights
1690,32.0,3202.0,696.0,1573.0,621.0,3.4449,<1H OCEAN,292900.0,Van Nuys
7898,25.0,1295.0,417.0,856.0,342.0,2.7157,<1H OCEAN,350000.0,Garden Grove
3975,3.0,7985.0,1257.0,3664.0,1215.0,4.976,INLAND,158300.0,Vacaville
10674,15.0,2958.0,690.0,1348.0,617.0,3.8582,NEAR OCEAN,215200.0,Buellton
1688,41.0,570.0,135.0,466.0,121.0,2.6458,<1H OCEAN,91300.0,Willowbrook
12082,39.0,1877.0,426.0,805.0,409.0,3.875,NEAR OCEAN,410000.0,La Jolla
1078,5.0,9601.0,1639.0,4449.0,1575.0,4.5332,INLAND,195500.0,Salida
7933,40.0,812.0,154.0,374.0,142.0,2.7891,INLAND,73500.0,Live Oak
1937,33.0,1358.0,247.0,738.0,235.0,5.0947,<1H OCEAN,210300.0,San Fernando
7872,41.0,438.0,201.0,690.0,161.0,2.0476,<1H OCEAN,181300.0,Echo Park
9025,28.0,3416.0,826.0,1694.0,800.0,3.18,NEAR BAY,277000.0,Santa Venetia
7668,44.0,819.0,184.0,677.0,183.0,1.725,INLAND,59300.0,Kennedy
1872,32.0,2837.0,617.0,1393.0,595.0,2.3798,INLAND,118800.0,Riverside
8703,14.0,2297.0,573.0,1637.0,551.0,1.787,INLAND,51600.0,Red Bluff
3533,40.0,850.0,227.0,764.0,186.0,0.9407,INLAND,43600.0,Bakersfield
3698,16.0,1141.0,220.0,563.0,200.0,2.3287,INLAND,130700.0,Bella Vista
11097,21.0,1260.0,246.0,805.0,239.0,2.6172,INLAND,88500.0,El Centro
3389,24.0,3421.0,656.0,2220.0,645.0,4.7831,<1H OCEAN,214200.0,Camarillo
2050,40.0,1896.0,416.0,950.0,383.0,2.425,NEAR OCEAN,255000.0,San Pedro
12959,14.0,2763.0,456.0,1914.0,465.0,4.1645,NEAR OCEAN,143000.0,National City
6277,21.0,2284.0,360.0,999.0,356.0,4.8929,<1H OCEAN,212500.0,Vista
8644,20.0,2067.0,384.0,904.0,333.0,2.9934,<1H OCEAN,134200.0,Lakeport
13246,33.0,296.0,73.0,216.0,63.0,2.675,NEAR BAY,22500.0,East Richmond Heights
5359,44.0,904.0,176.0,358.0,158.0,3.3542,<1H OCEAN,344200.0,Culver City
14303,18.0,2986.0,597.0,1355.0,472.0,3.2765,INLAND,165000.0,Pinon Hills
7179,42.0,1384.0,458.0,1825.0,455.0,1.4178,<1H OCEAN,145500.0,Commerce
13387,48.0,1601.0,464.0,784.0,461.0,3.0642,<1H OCEAN,342900.0,Hollywood
10121,28.0,2292.0,531.0,2197.0,509.0,3.4856,<1H OCEAN,142800.0,Placentia
7034,42.0,1429.0,436.0,1537.0,389.0,3.0114,<1H OCEAN,157500.0,Maywood
12078,19.0,2129.0,562.0,1323.0,525.0,2.9539,NEAR OCEAN,169900.0,Oceanside
6454,16.0,2070.0,263.0,878.0,297.0,7.0879,<1H OCEAN,338800.0,Westminster
3352,18.0,408.0,82.0,253.0,75.0,2.0313,INLAND,112500.0,Corcoran
3275,20.0,1012.0,269.0,837.0,240.0,2.0488,NEAR OCEAN,88900.0,National City
10155,19.0,4808.0,1029.0,2422.0,971.0,4.0121,<1H OCEAN,279700.0,Midway City
2267,11.0,3170.0,420.0,1418.0,432.0,7.5118,<1H OCEAN,361900.0,Thousand Oaks
13048,15.0,3831.0,625.0,984.0,328.0,5.0718,INLAND,162500.0,Kingsbury
1546,33.0,1849.0,384.0,218.0,92.0,1.7083,INLAND,143800.0,Dollar Point
5326,14.0,3520.0,604.0,1748.0,582.0,4.3162,INLAND,87100.0,Oildale
6397,14.0,1932.0,330.0,997.0,291.0,3.6875,INLAND,93200.0,Goshen
10543,21.0,1724.0,317.0,1006.0,290.0,3.2868,INLAND,91700.0,Fairmead
12289,20.0,1705.0,353.0,856.0,341.0,3.7262,NEAR BAY,211800.0,Pacheco
8827,32.0,1252.0,273.0,1337.0,263.0,2.6579,<1H OCEAN,156800.0,South El Monte
1900,24.0,3665.0,870.0,1954.0,833.0,2.8036,NEAR OCEAN,228500.0,Opal Cliffs
11899,32.0,741.0,191.0,623.0,169.0,1.7604,INLAND,68600.0,Holtville
5898,37.0,1000.0,261.0,1092.0,233.0,1.4267,INLAND,52300.0,Madera
1977,24.0,1232.0,663.0,1184.0,626.0,1.0391,NEAR OCEAN,162500.0,San Diego
249,33.0,213.0,36.0,91.0,33.0,4.9167,NEAR BAY,187500.0,Napa
5344,22.0,1903.0,350.0,760.0,322.0,2.9559,<1H OCEAN,288400.0,Day Valley
3012,34.0,3580.0,565.0,1694.0,524.0,5.4065,<1H OCEAN,243800.0,Northridge
4796,16.0,2270.0,488.0,709.0,489.0,3.2845,<1H OCEAN,227600.0,Laguna Woods
6806,6.0,3526.0,559.0,1378.0,491.0,6.1463,<1H OCEAN,335500.0,Seven Trees
7934,14.0,1265.0,230.0,621.0,173.0,3.6618,INLAND,161300.0,Perris
8704,32.0,1263.0,178.0,508.0,180.0,3.6667,INLAND,314100.0,Woodcrest
118,17.0,4034.0,611.0,1158.0,560.0,8.2069,<1H OCEAN,442500.0,Monte Sereno
9872,19.0,1366.0,220.0,596.0,203.0,4.0625,INLAND,141700.0,Tierra Buena
11456,17.0,6425.0,1268.0,3934.0,1238.0,5.1228,<1H OCEAN,237600.0,Seven Trees
10227,8.0,4053.0,912.0,2033.0,897.0,2.8973,INLAND,117100.0,Citrus Heights
11073,17.0,1671.0,352.0,729.0,252.0,6.1023,INLAND,450000.0,Livermore
3332,37.0,1486.0,296.0,977.0,290.0,3.5074,INLAND,93800.0,Dinuba
2423,28.0,1473.0,333.0,1196.0,312.0,1.6993,INLAND,67800.0,Muscoy
5367,45.0,1544.0,244.0,614.0,238.0,5.0255,NEAR BAY,226000.0,Waldon
808,16.0,1988.0,279.0,770.0,252.0,5.8661,NEAR OCEAN,404500.0,Rancho Santa Fe
12992,17.0,8466.0,2628.0,7014.0,2267.0,2.1437,<1H OCEAN,113700.0,Escondido
13764,14.0,1547.0,374.0,4731.0,348.0,2.4732,NEAR OCEAN,131300.0,Pasatiempo
13835,13.0,3616.0,672.0,2022.0,652.0,4.0536,INLAND,134800.0,Vacaville
9387,36.0,1340.0,245.0,789.0,248.0,3.8,NEAR BAY,172000.0,Hayward
8924,16.0,3326.0,569.0,527.0,192.0,5.7421,INLAND,167600.0,Lake Arrowhead
7331,36.0,1438.0,348.0,1054.0,341.0,1.8319,INLAND,55400.0,Bakersfield
7772,36.0,2219.0,393.0,1042.0,396.0,5.2299,<1H OCEAN,239800.0,Hawaiian Gardens
14123,37.0,1326.0,234.0,612.0,240.0,4.125,NEAR OCEAN,160200.0,Chula Vista
11700,48.0,2365.0,490.0,1034.0,475.0,3.1065,NEAR BAY,229200.0,Albany
13805,20.0,958.0,245.0,590.0,189.0,2.6094,NEAR OCEAN,362500.0,Carmel Valley Village
3530,16.0,2276.0,594.0,1184.0,513.0,1.875,INLAND,93800.0,El Centro
4965,16.0,3273.0,670.0,1305.0,671.0,4.1368,NEAR OCEAN,151000.0,San Diego
3120,44.0,1917.0,444.0,936.0,435.0,2.7391,NEAR BAY,140300.0,Richmond
5355,39.0,1379.0,282.0,883.0,291.0,3.3375,<1H OCEAN,180100.0,Paramount
14310,26.0,2758.0,571.0,1291.0,522.0,2.925,<1H OCEAN,181400.0,Templeton
4333,29.0,3403.0,1367.0,3432.0,1174.0,1.7083,<1H OCEAN,166700.0,Hollywood
8484,34.0,503.0,99.0,275.0,68.0,4.5491,INLAND,375000.0,La Crescenta-Montrose
13648,19.0,2949.0,662.0,1425.0,548.0,2.9615,<1H OCEAN,178100.0,Pismo Beach
7121,40.0,535.0,105.0,335.0,102.0,2.5234,INLAND,62800.0,August
6014,36.0,1002.0,250.0,1312.0,249.0,3.024,<1H OCEAN,148000.0,San Fernando
2544,36.0,3002.0,484.0,1322.0,471.0,4.933,<1H OCEAN,228900.0,Lakewood
216,31.0,1453.0,404.0,1486.0,389.0,2.3859,<1H OCEAN,153100.0,Boyle Heights
8779,42.0,2562.0,781.0,1936.0,687.0,2.2214,<1H OCEAN,219000.0,Alhambra
6797,1.0,83.0,15.0,32.0,15.0,4.875,INLAND,141700.0,California City
10040,36.0,2607.0,551.0,1165.0,523.0,5.1524,NEAR BAY,373100.0,Palo Alto
6396,16.0,6756.0,1332.0,4429.0,1299.0,4.7589,<1H OCEAN,178200.0,Walnut
7113,25.0,2581.0,528.0,1642.0,509.0,1.6435,INLAND,52600.0,West Park
7917,16.0,3397.0,686.0,1924.0,621.0,4.9148,<1H OCEAN,155500.0,Santa Ana
3639,20.0,2130.0,654.0,1870.0,578.0,2.3664,<1H OCEAN,192200.0,Monterey Park
10872,5.0,12045.0,2162.0,5640.0,1997.0,4.4375,<1H OCEAN,353000.0,Escondido
1527,47.0,1190.0,251.0,540.0,266.0,3.375,NEAR BAY,198300.0,San Leandro
4298,28.0,1471.0,259.0,673.0,246.0,3.25,INLAND,81600.0,Willows
3693,6.0,9882.0,1892.0,4892.0,1621.0,3.7636,INLAND,167600.0,Desert View Highlands
4344,6.0,1251.0,268.0,544.0,216.0,3.0694,INLAND,173400.0,Aguanga
2773,37.0,1822.0,498.0,1961.0,506.0,1.9881,<1H OCEAN,159200.0,Los Angeles
7831,24.0,3810.0,579.0,1818.0,590.0,5.8053,<1H OCEAN,255900.0,Westminster
11865,47.0,2456.0,611.0,1653.0,512.0,1.3973,INLAND,66100.0,San Bernardino
11949,35.0,1366.0,496.0,2160.0,497.0,2.2059,<1H OCEAN,150000.0,Huntington Park
12148,8.0,11275.0,1822.0,5731.0,1692.0,5.0285,INLAND,167900.0,Quartz Hill
7333,34.0,2679.0,533.0,1287.0,505.0,2.165,INLAND,58700.0,Willows
9249,47.0,2373.0,461.0,990.0,444.0,4.175,INLAND,98300.0,Stockton
5848,46.0,453.0,119.0,533.0,132.0,2.2961,<1H OCEAN,112500.0,Boyle Heights
1231,19.0,1848.0,428.0,1130.0,433.0,3.0568,<1H OCEAN,190300.0,Santa Rosa
3677,16.0,3042.0,524.0,1516.0,475.0,4.8906,INLAND,178500.0,Chino
