,latitude,longitude,city_name
6035,37.52,-120.89,Keyes
6036,35.62,-120.69,Paso Robles
6037,36.35,-119.41,Goshen
6038,36.6,-121.86,Seaside
6039,37.39,-122.01,Sunnyvale
6040,34.03,-118.42,Culver City
6041,34.06,-117.13,Mentone
6042,37.76,-122.15,San Leandro
6043,38.69,-121.37,North Highlands
6044,37.76,-120.87,Oakdale
6045,37.45,-122.26,Emerald Lake Hills
6046,36.32,-118.94,Three Rivers
6047,33.23,-117.11,Hidden Meadows
6048,34.14,-118.47,Sherman Oaks
6049,39.33,-121.4,Loma Rica
6050,37.9,-122.56,Mill Valley
6051,32.92,-117.13,Fairbanks Ranch
6052,37.73,-120.95,Riverbank
6053,32.75,-117.24,Coronado
6054,37.28,-121.95,Campbell
6055,34.09,-117.67,Upland
6056,38.54,-121.43,Florin
6057,35.36,-118.95,Bakersfield
6058,33.15,-117.27,Vista
6059,38.49,-121.49,Parkway
6060,37.05,-120.82,Los Banos
6061,33.93,-118.25,Willowbrook
6062,33.65,-117.93,Costa Mesa
6063,34.07,-118.28,Silver Lake
6064,34.04,-118.41,Century City
6065,34.18,-118.96,Casa Conejo
6066,38.89,-121.32,Lincoln
6067,34.18,-118.17,La Canada Flintridge
6068,36.36,-119.64,Lucerne
6069,37.7,-122.18,San Leandro
6070,33.63,-117.63,Rancho Santa Margarita
6071,34.16,-119.18,Port Hueneme
6072,33.64,-116.57,Anza
6073,34.14,-117.29,San Bernardino
6074,33.9,-118.11,Bellflower
6075,33.13,-117.07,Escondido
6076,33.74,-118.0,Midway City
6077,37.6,-122.02,Union City
6078,34.08,-118.28,Silver Lake
6079,33.93,-118.34,Lennox
6080,36.98,-122.02,Santa Cruz
6081,33.91,-118.32,West Athens
6082,32.83,-116.97,Santee
6083,33.89,-118.16,Paramount
6084,34.01,-118.49,Santa Monica
6085,32.72,-117.09,National City
6086,34.02,-117.65,Chino
6087,38.48,-123.01,Monte Rio
6088,33.84,-118.11,Lakewood
6089,34.52,-118.35,Agua Dulce
6090,36.78,-119.78,Fresno
6091,34.18,-118.62,Woodland Hills
6092,34.31,-119.17,Saticoy
6093,37.59,-120.92,Keyes
6094,37.27,-121.88,Seven Trees
6095,37.36,-122.05,Sunnyvale
6096,39.18,-123.17,Talmage
6097,37.12,-122.12,Boulder Creek
6098,37.8,-121.21,Manteca
6099,32.67,-117.11,National City
6100,32.99,-117.25,Solana Beach
6101,38.42,-122.84,Sebastopol
6102,37.08,-120.79,Los Banos
6103,33.99,-118.28,Florence-Graham
6104,39.32,-120.26,Truckee
6105,33.9,-118.37,Del Aire
6106,32.74,-117.24,Coronado
6107,33.76,-118.15,Long Beach
6108,32.81,-117.16,San Diego
6109,34.08,-117.34,Colton
6110,37.76,-122.2,Alameda
6111,36.52,-119.55,Kingsburg
6112,37.82,-122.19,Piedmont
6113,37.6,-122.41,Millbrae
6114,38.97,-122.92,Lakeport
6115,37.79,-121.27,Lathrop
6116,38.98,-122.68,Clearlake Oaks
6117,34.1,-117.74,Claremont
6118,33.83,-118.03,Cypress
6119,34.05,-118.35,West Hollywood
6120,32.83,-116.91,Winter Gardens
6121,39.74,-121.85,Chico
6122,33.75,-116.95,East Hemet
6123,37.37,-122.03,Sunnyvale
6124,34.41,-119.7,Santa Barbara
6125,38.54,-121.72,Davis
6126,33.64,-117.72,Laguna Hills
6127,33.99,-118.06,West Whittier-Los Nietos
6128,34.43,-119.88,Isla Vista
6129,34.01,-118.09,Montebello
6130,37.78,-122.39,San Francisco
6131,37.73,-121.16,Ripon
6132,34.23,-119.29,Ventura
6133,35.61,-117.66,Ridgecrest
6134,37.87,-122.47,Belvedere
6135,38.34,-121.96,Vacaville
6136,37.9,-122.3,Albany
6137,34.02,-118.42,Culver City
6138,32.86,-117.23,La Jolla
6139,34.15,-117.87,Glendora
6140,34.14,-117.28,San Bernardino
6141,32.75,-117.15,San Diego
6142,38.49,-121.42,Florin
6143,33.53,-117.76,Laguna Beach
6144,37.47,-121.13,Patterson
6145,37.57,-122.04,Union City
6146,34.29,-118.42,San Fernando
6147,37.29,-121.81,Seven Trees
6148,32.69,-117.19,Coronado
6149,34.05,-118.22,Boyle Heights
6150,37.76,-122.5,Daly City
6151,33.64,-117.69,Lake Forest
6152,39.73,-121.84,Chico
6153,33.83,-118.18,Signal Hill
6154,36.21,-121.13,King City
6155,34.23,-118.24,La Crescenta-Montrose
6156,38.66,-121.34,Foothill Farms
6157,39.15,-123.19,Ukiah
6158,33.96,-118.32,Westmont
6159,34.09,-117.89,Covina
6160,36.98,-121.94,Capitola
6161,32.91,-117.11,Poway
6162,33.93,-118.35,Lennox
6163,37.93,-122.35,Richmond
6164,41.35,-120.51,Alturas
6165,37.35,-121.81,Alum Rock
6166,34.07,-118.09,South San Gabriel
6167,34.1,-117.58,Rancho Cucamonga
6168,40.15,-122.23,Red Bluff
6169,33.9,-117.4,Woodcrest
6170,39.08,-121.1,Lake of the Pines
6171,38.87,-121.69,Plumas Lake
6172,36.8,-119.77,Fresno
6173,34.09,-118.3,Hollywood
6174,34.18,-118.45,Van Nuys
6175,37.34,-121.96,Santa Clara
6176,32.73,-117.08,Lemon Grove
6177,34.17,-119.17,Oxnard
6178,34.44,-119.85,Goleta
6179,36.92,-121.74,Pajaro
6180,37.08,-121.56,San Martin
6181,39.12,-123.19,Talmage
6182,34.06,-117.46,Fontana
6183,33.96,-118.02,South Whittier
6184,34.01,-118.48,Santa Monica
6185,36.3,-119.65,Home Garden
6186,37.42,-122.15,Stanford
6187,33.62,-117.94,Newport Beach
6188,37.21,-121.84,Seven Trees
6189,36.96,-120.07,Madera
6190,37.45,-122.23,Woodside
6191,37.68,-122.18,San Leandro
6192,34.22,-118.35,North Hollywood
6193,34.15,-118.6,Woodland Hills
6194,34.15,-117.57,Rancho Cucamonga
6195,33.93,-118.2,Lynwood
6196,34.06,-118.2,Boyle Heights
6197,34.61,-118.17,Desert View Highlands
6198,37.66,-121.87,Pleasanton
6199,32.8,-117.24,La Jolla
6200,37.05,-121.99,Scotts Valley
6201,34.18,-118.44,Van Nuys
6202,35.4,-119.01,Oildale
6203,35.37,-119.01,Bakersfield
6204,40.92,-124.0,Blue Lake
6205,37.99,-121.33,Lincoln Village
6206,33.8,-118.31,Lomita
6207,33.73,-117.74,North Tustin
6208,36.58,-119.49,Reedley
6209,33.62,-117.7,Laguna Hills
6210,33.78,-118.08,Rossmoor
6211,32.99,-117.01,Poway
6212,34.12,-117.24,Highland
6213,37.95,-122.34,San Pablo
6214,34.11,-118.06,Temple City
6215,36.86,-120.51,Firebaugh
6216,34.07,-118.32,Hollywood
6217,33.98,-118.15,Bell Gardens
6218,33.87,-117.92,Fullerton
6219,34.18,-118.42,Van Nuys
6220,32.86,-116.84,Harbison Canyon
6221,34.1,-117.8,San Dimas
6222,32.81,-117.23,La Jolla
6223,36.22,-119.08,Lindsay
6224,33.89,-118.02,La Mirada
6225,38.77,-121.14,Granite Bay
6226,33.82,-117.97,Stanton
6227,39.79,-121.59,Magalia
6228,37.67,-122.45,Colma
6229,37.88,-122.28,Berkeley
6230,39.18,-120.87,Colfax
6231,33.78,-117.94,Garden Grove
6232,34.09,-118.29,Silver Lake
6233,37.35,-121.74,East Foothills
6234,34.69,-118.15,Lancaster
6235,37.79,-122.23,Alameda
6236,34.07,-118.49,Santa Monica
6237,34.16,-118.19,La Canada Flintridge
6238,37.76,-122.41,San Francisco
6239,33.61,-117.93,Newport Beach
6240,37.97,-122.35,San Pablo
6241,39.06,-122.91,Lakeport
6242,33.9,-118.01,La Mirada
6243,36.95,-120.02,Parksdale
6244,34.05,-118.42,Century City
6245,34.27,-118.77,Simi Valley
6246,34.69,-118.13,Lancaster
6247,33.88,-118.39,Hermosa Beach
6248,33.9,-118.13,Bellflower
6249,37.42,-122.19,West Menlo Park
6250,35.38,-119.03,Bakersfield
6251,33.7,-117.2,Sun City
6252,36.65,-119.67,Fowler
6253,38.36,-121.98,Vacaville
6254,38.36,-121.99,Vacaville
6255,37.79,-122.2,Piedmont
6256,34.03,-117.19,Redlands
6257,37.75,-122.41,San Francisco
6258,34.18,-118.26,North Glendale
6259,34.08,-117.92,West Covina
6260,33.82,-118.29,West Carson
6261,32.61,-117.06,Chula Vista
6262,34.06,-117.98,West Puente Valley
6263,35.67,-119.24,McFarland
6264,34.09,-118.13,Alhambra
6265,37.65,-118.98,Mammoth Lakes
6266,35.37,-119.01,Bakersfield
6267,33.9,-118.42,Manhattan Beach
6268,33.89,-118.41,Manhattan Beach
6269,37.77,-122.26,Alameda
6270,37.81,-122.43,San Francisco
6271,37.37,-122.05,Sunnyvale
6272,33.73,-116.86,Valle Vista
6273,36.79,-119.83,Fresno
6274,33.77,-118.31,Lomita
6275,37.8,-121.2,Manteca
6276,36.7,-120.0,Kerman
6277,36.35,-119.65,Hanford
6278,33.81,-118.04,Cypress
6279,36.01,-118.73,East Porterville
6280,33.9,-118.33,Alondra Park
6281,35.79,-119.25,Delano
6282,40.67,-122.95,Weaverville
6283,32.87,-115.6,Imperial
6284,38.41,-122.0,Hartley
6285,34.03,-118.32,View Park-Windsor Hills
6286,34.01,-118.14,Commerce
6287,37.73,-122.18,San Leandro
6288,34.02,-118.88,Malibu
6289,33.65,-117.88,Costa Mesa
6290,34.22,-119.04,Camarillo
6291,33.81,-118.22,Signal Hill
6292,33.77,-118.18,Long Beach
6293,34.19,-118.32,Burbank
6294,33.72,-118.06,Seal Beach
6295,34.21,-119.18,Oxnard
6296,38.59,-121.41,Arden-Arcade
6297,38.94,-120.72,Georgetown
6298,39.39,-120.91,Nevada City
6299,33.93,-117.99,East La Mirada
6300,34.17,-118.57,Woodland Hills
6301,37.53,-122.3,Belmont
6302,37.79,-121.18,Manteca
6303,34.09,-118.22,Echo Park
6304,34.09,-118.13,Alhambra
6305,36.21,-119.36,Tulare
6306,37.98,-122.58,Fairfax
6307,33.92,-118.01,La Mirada
6308,40.2,-122.23,Red Bluff
6309,38.0,-122.33,Montalvin
6310,35.38,-118.95,Bakersfield
6311,33.82,-118.05,Cypress
6312,37.93,-122.07,Waldon
6313,34.05,-118.04,South El Monte
6314,33.84,-118.31,West Carson
6315,38.48,-121.99,Winters
6316,37.57,-122.07,Newark
6317,37.8,-122.22,Piedmont
6318,34.26,-119.22,El Rio
6319,32.58,-117.16,Imperial Beach
6320,34.42,-119.72,Santa Barbara
6321,37.28,-121.83,Seven Trees
6322,34.17,-118.55,Woodland Hills
6323,34.47,-117.54,Phelan
6324,37.86,-122.48,Sausalito
6325,33.89,-117.87,Placentia
6326,34.51,-117.21,Apple Valley
6327,33.82,-117.93,Anaheim
6328,38.0,-121.35,Lincoln Village
6329,38.34,-121.99,Vacaville
6330,33.61,-117.73,Laguna Woods
6331,33.91,-117.92,Brea
6332,39.77,-121.61,Paradise
6333,32.62,-117.05,Chula Vista
6334,34.17,-118.5,Van Nuys
6335,32.69,-117.05,Bonita
6336,33.85,-117.85,Placentia
6337,34.03,-118.43,"Westwood, Los Angeles"
6338,34.1,-118.3,Hollywood
6339,38.57,-121.36,La Riviera
6340,33.73,-117.81,Tustin
6341,37.69,-122.11,Ashland
6342,33.71,-117.9,Santa Ana
6343,34.01,-118.3,View Park-Windsor Hills
6344,37.46,-122.15,East Palo Alto
6345,35.06,-120.52,Nipomo
6346,37.3,-121.97,Campbell
6347,33.93,-117.92,Brea
6348,32.99,-117.23,Rancho Santa Fe
6349,34.06,-118.12,Monterey Park
6350,38.14,-121.28,Lodi
6351,37.4,-122.07,Mountain View
6352,37.53,-121.96,Fremont
6353,34.69,-118.12,Lancaster
6354,34.63,-118.09,Palmdale
6355,37.4,-120.84,Hilmar-Irwin
6356,34.06,-118.03,El Monte
6357,33.67,-117.95,Fountain Valley
6358,35.4,-118.97,Oildale
6359,34.05,-117.15,Mentone
6360,33.06,-116.6,Julian
6361,34.13,-118.37,Universal City
6362,35.72,-118.59,Alta Sierra
6363,34.27,-118.42,San Fernando
6364,34.08,-118.39,Beverly Hills
6365,37.39,-118.6,West Bishop
6366,38.0,-122.31,Tara Hills
6367,33.76,-118.14,Seal Beach
6368,38.39,-121.98,Vacaville
6369,37.22,-121.96,Los Gatos
6370,37.38,-120.64,Winton
6371,37.36,-122.06,Sunnyvale
6372,33.76,-116.99,Hemet
6373,34.07,-117.64,Ontario
6374,33.77,-117.92,Garden Grove
6375,32.75,-117.13,San Diego
6376,39.13,-122.09,Williams
6377,36.99,-120.43,Firebaugh
6378,37.96,-121.26,August
6379,33.92,-118.04,La Mirada
6380,33.26,-117.3,Camp Pendleton North
6381,34.02,-118.34,View Park-Windsor Hills
6382,34.12,-118.17,South Pasadena
6383,37.32,-121.93,Burbank
6384,32.7,-117.1,National City
6385,33.11,-117.05,Escondido
6386,37.39,-121.84,East Foothills
6387,33.97,-118.46,Marina del Rey
6388,34.09,-118.35,West Hollywood
6389,34.04,-118.42,Century City
6390,33.74,-117.9,Santa Ana
6391,37.83,-122.01,Danville
6392,37.86,-122.49,Sausalito
6393,38.1,-122.25,Vallejo
6394,36.55,-121.7,Carmel Valley Village
6395,38.67,-120.98,Cameron Park
6396,34.15,-118.24,Glendale
6397,33.72,-118.33,San Pedro
6398,37.33,-121.88,San Jose
6399,33.89,-117.88,Placentia
6400,38.35,-122.0,Vacaville
6401,33.86,-116.89,Banning
6402,33.8,-118.38,Palos Verdes Estates
6403,34.28,-117.21,Lake Arrowhead
6404,34.09,-118.21,Los Angeles
6405,37.51,-120.84,Turlock
6406,33.84,-118.12,Lakewood
6407,33.77,-118.18,Long Beach
6408,34.03,-118.34,View Park-Windsor Hills
6409,34.14,-118.08,East Pasadena
6410,37.37,-121.83,Alum Rock
6411,34.05,-117.93,Valinda
6412,33.87,-118.37,Lawndale
6413,33.65,-117.9,Costa Mesa
6414,32.63,-117.01,Bonita
6415,37.77,-122.24,Alameda
6416,32.7,-117.08,National City
6417,34.08,-117.96,Baldwin Park
6418,33.76,-118.03,Westminster
6419,33.8,-118.08,Los Alamitos
6420,34.07,-117.65,Ontario
6421,34.19,-118.42,Van Nuys
6422,33.19,-117.25,Vista
6423,34.02,-117.32,Highgrove
6424,34.01,-118.26,Huntington Park
6425,32.77,-117.03,La Mesa
6426,33.62,-117.72,Laguna Hills
6427,34.0,-118.23,Huntington Park
6428,32.72,-116.98,La Presa
6429,32.92,-117.15,Fairbanks Ranch
6430,35.95,-119.04,Terra Bella
6431,33.97,-117.83,Walnut
6432,32.66,-117.09,National City
6433,38.28,-122.27,Napa
6434,36.73,-119.81,Fresno
6435,32.8,-117.24,La Jolla
6436,37.76,-122.48,Daly City
6437,34.42,-117.56,Phelan
6438,37.56,-122.33,San Mateo
6439,38.44,-120.69,Pine Grove
6440,34.18,-118.36,North Hollywood
6441,33.77,-117.85,Orange
6442,33.49,-117.68,San Juan Capistrano
6443,33.94,-118.12,Downey
6444,39.14,-121.03,Alta Sierra
6445,32.8,-116.96,El Cajon
6446,37.22,-121.98,Los Gatos
6447,32.98,-115.52,Brawley
6448,33.51,-117.68,San Juan Capistrano
6449,34.43,-119.75,Mission Canyon
6450,34.13,-117.29,San Bernardino
6451,37.78,-122.42,San Francisco
6452,37.56,-122.34,San Mateo
6453,37.95,-122.05,Pleasant Hill
6454,33.99,-118.06,West Whittier-Los Nietos
6455,33.69,-117.79,Irvine
6456,37.86,-120.35,East Sonora
6457,37.94,-122.34,Richmond
6458,35.7,-118.5,Wofford Heights
6459,38.67,-121.34,Foothill Farms
6460,34.09,-118.08,East San Gabriel
6461,38.22,-122.63,Petaluma
6462,34.14,-118.05,Arcadia
6463,33.83,-118.03,Cypress
6464,34.66,-117.5,Adelanto
6465,38.11,-122.6,Novato
6466,36.62,-119.31,Orange Cove
6467,33.88,-117.83,Yorba Linda
6468,34.96,-120.43,Santa Maria
6469,37.76,-121.43,Tracy
6470,33.87,-118.34,Lawndale
6471,34.96,-120.43,Santa Maria
6472,33.9,-117.91,Brea
6473,38.56,-121.46,Sacramento
6474,40.77,-123.28,Hayfork
6475,34.09,-118.34,Hollywood
6476,37.42,-121.91,Milpitas
6477,33.87,-118.32,Gardena
6478,35.59,-119.35,Wasco
6479,37.69,-120.97,Riverbank
6480,33.97,-118.31,Westmont
6481,39.04,-121.06,Lake of the Pines
6482,33.84,-118.17,Signal Hill
6483,32.73,-117.13,San Diego
6484,37.28,-121.83,Seven Trees
6485,38.97,-122.65,Clearlake
6486,34.07,-118.26,Echo Park
6487,34.11,-118.27,Silver Lake
6488,35.65,-117.69,Ridgecrest
6489,34.24,-118.43,San Fernando
6490,34.08,-118.12,Alhambra
6491,34.17,-118.3,Burbank
6492,34.0,-118.46,Marina del Rey
6493,37.68,-121.03,Modesto
6494,33.92,-118.19,East Rancho Dominguez
6495,33.9,-118.05,Norwalk
6496,38.56,-121.32,Rancho Cordova
6497,37.69,-121.08,Salida
6498,33.63,-117.8,San Joaquin Hills
6499,33.88,-118.4,Manhattan Beach
6500,33.22,-117.27,Vista
6501,37.74,-121.13,Ripon
6502,33.98,-118.32,View Park-Windsor Hills
6503,33.61,-117.92,Newport Beach
6504,37.87,-122.29,Berkeley
6505,33.7,-117.98,Fountain Valley
6506,34.07,-118.1,South San Gabriel
6507,37.8,-122.27,Oakland
6508,33.7,-117.25,Quail Valley
6509,38.64,-121.25,Gold River
6510,34.19,-118.62,Canoga Park
6511,37.75,-121.44,Tracy
6512,34.18,-118.15,Altadena
6513,38.32,-122.48,Boyes Hot Springs
6514,37.45,-122.25,Woodside
6515,37.95,-122.34,San Pablo
6516,37.94,-122.32,East Richmond Heights
6517,34.15,-118.4,North Hollywood
6518,36.83,-119.82,Fresno
6519,36.32,-119.33,Visalia
6520,33.94,-118.05,South Whittier
6521,37.93,-121.94,Clayton
6522,36.75,-119.76,Fresno
6523,32.62,-117.09,Chula Vista
6524,37.53,-122.3,Belmont
6525,33.99,-118.5,Santa Monica
6526,34.05,-118.12,Monterey Park
6527,37.91,-122.31,El Cerrito
6528,32.67,-115.49,Calexico
6529,34.14,-117.97,Bradbury
6530,33.91,-118.32,West Athens
6531,33.97,-118.28,Florence-Graham
6532,33.67,-117.82,Irvine
6533,34.09,-118.57,Topanga
6534,35.12,-120.61,Grover Beach
6535,38.92,-119.98,South Lake Tahoe
6536,37.66,-120.98,Modesto
6537,33.96,-118.28,Westmont
6538,38.5,-122.47,Saint Helena
6539,34.07,-118.28,Silver Lake
6540,35.3,-119.03,Greenfield
6541,33.83,-118.38,Redondo Beach
6542,34.21,-118.65,West Hills
6543,34.04,-118.34,View Park-Windsor Hills
6544,38.0,-122.54,Santa Venetia
6545,34.04,-118.04,South El Monte
6546,33.61,-117.85,San Joaquin Hills
6547,33.77,-117.98,Midway City
6548,34.69,-120.43,Mission Hills
6549,34.08,-118.18,Belvedere
6550,34.03,-118.37,Culver City
6551,38.31,-122.3,Napa
6552,33.84,-117.76,Villa Park
6553,34.13,-118.31,Hollywood
6554,33.82,-118.31,West Carson
6555,34.16,-118.29,North Glendale
6556,35.3,-118.99,Greenfield
6557,36.76,-120.38,Mendota
6558,33.98,-118.31,Westmont
6559,33.86,-118.37,Redondo Beach
6560,33.94,-118.32,Westmont
6561,34.22,-118.46,Van Nuys
6562,37.92,-122.5,Strawberry
6563,32.75,-117.01,Spring Valley
6564,34.87,-120.4,Orcutt
6565,36.3,-119.26,Visalia
6566,39.76,-121.6,Paradise
6567,33.79,-117.99,Stanton
6568,38.67,-121.23,Orangevale
6569,37.98,-122.07,Pacheco
6570,33.69,-117.96,Fountain Valley
6571,37.56,-122.31,San Mateo
6572,40.31,-123.17,Hayfork
6573,37.88,-122.22,Orinda
6574,36.85,-119.81,Fresno
6575,33.9,-118.32,Alondra Park
6576,33.06,-117.3,Encinitas
6577,37.89,-122.27,Berkeley
6578,33.78,-116.36,Thousand Palms
6579,33.75,-117.97,Midway City
6580,38.97,-122.78,Soda Bay
6581,38.51,-121.49,Parkway
6582,33.96,-118.3,Westmont
6583,37.99,-121.79,Antioch
6584,37.8,-122.41,San Francisco
6585,37.89,-122.02,Alamo
6586,37.76,-122.45,San Francisco
6587,32.74,-117.13,San Diego
6588,33.75,-117.85,Santa Ana
6589,34.05,-117.95,Valinda
6590,37.94,-121.29,Stockton
6591,36.79,-119.71,Tarpey Village
6592,37.0,-121.94,Soquel
6593,34.06,-117.76,Pomona
6594,33.97,-118.26,Florence-Graham
6595,37.39,-119.59,Oakhurst
6596,38.49,-121.47,Parkway
6597,40.45,-122.24,Anderson
6598,34.14,-117.98,Duarte
6599,36.76,-121.75,Castroville
6600,33.36,-115.91,Salton City
6601,37.85,-122.27,Berkeley
6602,38.07,-120.28,Cedar Ridge
6603,33.68,-117.78,Irvine
6604,37.31,-121.91,Buena Vista
6605,32.72,-117.0,La Presa
6606,37.93,-122.35,Richmond
6607,39.26,-121.45,Loma Rica
6608,33.75,-117.92,Garden Grove
6609,32.56,-117.05,Imperial Beach
6610,37.97,-122.55,Ross
6611,33.76,-117.89,Santa Ana
6612,39.13,-121.05,Alta Sierra
6613,33.6,-117.36,Lakeland Village
6614,34.17,-118.37,North Hollywood
6615,34.18,-118.43,Van Nuys
6616,37.52,-122.25,Redwood Shores
6617,33.89,-118.21,Compton
6618,34.27,-116.89,Big Bear Lake
6619,38.64,-121.24,Gold River
6620,37.43,-122.21,West Menlo Park
6621,38.03,-122.26,Rodeo
6622,34.16,-118.45,Sherman Oaks
6623,37.41,-122.09,Mountain View
6624,37.5,-122.25,San Carlos
6625,33.75,-117.92,Garden Grove
6626,34.03,-118.56,Santa Monica
6627,37.79,-122.16,Moraga
6628,37.33,-119.62,Oakhurst
6629,32.71,-116.96,La Presa
6630,37.16,-120.41,Chowchilla
6631,36.97,-122.03,Santa Cruz
6632,34.13,-118.19,South Pasadena
6633,32.76,-117.25,La Jolla
6634,37.86,-122.27,Berkeley
6635,39.19,-120.1,Dollar Point
6636,39.23,-121.0,Nevada City
6637,36.2,-119.9,Lemoore Station
6638,41.6,-123.41,Happy Camp
6639,37.81,-122.24,Piedmont
6640,37.81,-121.95,Diablo
6641,33.85,-118.19,East Rancho Dominguez
6642,34.64,-120.45,Lompoc
6643,34.01,-118.39,Culver City
6644,37.78,-122.44,San Francisco
6645,32.76,-117.18,San Diego
6646,34.39,-119.49,Carpinteria
6647,37.61,-120.97,Bystrom
6648,36.93,-120.04,Parkwood
6649,34.11,-118.19,South Pasadena
6650,37.32,-121.81,Seven Trees
6651,34.1,-118.12,Alhambra
6652,33.88,-117.36,Woodcrest
6653,38.44,-122.76,Roseland
6654,32.79,-117.09,La Mesa
6655,39.04,-121.41,Wheatland
6656,33.95,-118.37,Inglewood
6657,33.25,-117.25,Bonsall
6658,37.89,-122.07,Saranap
6659,37.9,-122.3,Albany
6660,34.0,-118.41,Culver City
6661,34.12,-117.21,Highland
6662,33.79,-117.96,Garden Grove
6663,36.77,-119.71,Sunnyside
6664,33.8,-118.07,Los Alamitos
6665,36.31,-119.68,Armona
6666,37.72,-122.17,San Leandro
6667,33.97,-118.17,Cudahy
6668,38.01,-120.24,Twain Harte
6669,36.72,-121.8,Marina
6670,37.64,-122.43,San Bruno
6671,35.37,-119.2,Rosedale
6672,39.95,-120.9,East Quincy
6673,38.03,-122.36,Montalvin
6674,38.95,-121.1,North Auburn
6675,33.94,-118.24,Willowbrook
6676,33.57,-117.92,Newport Beach
6677,34.07,-118.02,El Monte
6678,33.74,-117.22,Sun City
6679,37.33,-121.89,San Jose
6680,33.77,-117.89,Santa Ana
6681,36.78,-119.81,Fresno
6682,35.39,-119.03,Bakersfield
6683,37.85,-122.28,Emeryville
6684,36.89,-119.67,Clovis
6685,39.15,-121.66,Tierra Buena
6686,34.2,-118.41,Van Nuys
6687,38.37,-122.01,Vacaville
6688,33.88,-118.41,Manhattan Beach
6689,36.76,-119.87,West Park
6690,37.8,-122.23,Piedmont
6691,37.45,-121.9,Milpitas
6692,33.91,-118.23,Compton
6693,33.79,-117.99,Stanton
6694,33.79,-118.17,Signal Hill
6695,38.04,-121.86,Pittsburg
6696,37.34,-121.98,Santa Clara
6697,33.87,-118.11,Bellflower
6698,35.87,-118.96,Terra Bella
6699,35.68,-119.24,McFarland
6700,37.66,-121.78,Livermore
6701,35.38,-118.97,Bakersfield
6702,34.46,-118.27,Agua Dulce
6703,33.7,-116.2,Indio
6704,38.29,-122.3,Napa
6705,36.75,-119.77,Fresno
6706,33.16,-116.68,Julian
6707,37.76,-120.86,Oakdale
6708,35.73,-117.87,Inyokern
6709,38.61,-121.47,Sacramento
6710,37.3,-122.04,Cupertino
6711,37.87,-121.23,French Camp
6712,38.54,-122.81,Windsor
6713,36.8,-119.85,West Park
6714,33.89,-117.84,Yorba Linda
6715,34.02,-118.4,Culver City
6716,34.21,-118.55,Northridge
6717,34.19,-114.31,Parker
6718,37.76,-122.44,San Francisco
6719,37.75,-121.42,Tracy
6720,38.35,-122.7,Rohnert Park
6721,33.8,-117.96,Garden Grove
6722,38.14,-121.29,Woodbridge
6723,34.25,-118.58,Chatsworth
6724,37.61,-122.43,San Bruno
6725,33.88,-117.9,Fullerton
6726,38.04,-121.33,Lincoln Village
6727,32.81,-117.16,San Diego
6728,36.75,-119.73,Sunnyside
6729,34.48,-119.78,Goleta
6730,33.82,-118.33,Torrance
6731,37.65,-122.1,Hayward
6732,39.52,-121.49,Oroville East
6733,34.0,-117.34,Highgrove
6734,33.97,-118.15,Bell Gardens
6735,38.15,-122.62,Novato
6736,34.07,-117.99,West Puente Valley
6737,40.79,-124.13,Myrtletown
6738,32.7,-115.4,Mexicali
6739,37.37,-122.05,Sunnyvale
6740,36.85,-119.69,Clovis
6741,34.2,-118.18,La Canada Flintridge
6742,37.79,-122.44,San Francisco
6743,34.58,-117.78,Lake Los Angeles
6744,39.34,-123.81,Fort Bragg
6745,34.48,-117.18,Apple Valley
6746,38.2,-122.66,Petaluma
6747,33.72,-117.6,Portola Hills
6748,33.03,-117.25,Encinitas
6749,34.09,-118.04,North El Monte
6750,37.67,-121.0,Modesto
6751,37.76,-122.42,San Francisco
6752,32.73,-117.03,Lemon Grove
6753,37.78,-122.28,Oakland
6754,33.97,-118.01,Whittier
6755,34.16,-118.25,North Glendale
6756,36.3,-119.29,Visalia
6757,33.97,-117.21,Moreno Valley
6758,37.27,-121.9,Cambrian Park
6759,34.89,-117.02,Barstow
6760,38.02,-121.92,Pittsburg
6761,33.92,-118.37,Del Aire
6762,37.36,-118.4,Bishop
6763,34.14,-117.29,San Bernardino
6764,33.71,-116.24,Indio
6765,37.95,-122.04,Pleasant Hill
6766,33.86,-118.03,La Palma
6767,34.94,-120.44,Santa Maria
6768,33.4,-117.65,San Clemente
6769,34.17,-118.05,Sierra Madre
6770,37.69,-122.1,Cherryland
6771,34.02,-118.33,View Park-Windsor Hills
6772,37.86,-122.28,Berkeley
6773,34.42,-118.47,Santa Clarita
6774,37.71,-122.45,Daly City
6775,33.94,-117.98,East La Mirada
6776,37.79,-122.42,San Francisco
6777,34.43,-119.69,Santa Barbara
6778,38.42,-122.55,Kenwood
6779,34.0,-118.29,Florence-Graham
6780,34.21,-118.46,Van Nuys
6781,36.76,-119.73,Sunnyside
6782,37.66,-120.9,Empire
6783,37.98,-121.3,Stockton
6784,34.09,-118.07,Rosemead
6785,37.64,-122.06,Hayward
6786,33.87,-118.3,Gardena
6787,34.41,-117.32,Hesperia
6788,33.97,-118.2,Bell
6789,38.11,-122.25,Vallejo
6790,34.87,-120.43,Orcutt
6791,34.15,-118.14,Pasadena
6792,37.59,-122.07,Union City
6793,33.87,-118.4,Hermosa Beach
6794,38.69,-120.95,Shingle Springs
6795,33.61,-117.9,Newport Beach
6796,37.51,-122.27,San Carlos
6797,34.2,-118.45,Van Nuys
6798,34.01,-117.48,Glen Avon
